010.04;TUBERCULOSIS COMPLEJO PRIMARIO.BACILO EN CULTIVO
010.05;TUBERCULOSIS COMPLEJO PRIMARIO.DIAGNOSTICO HISTOLOGICO
010.06;TUBERCULOSIS COMPLEJO PRIMARIO.OTRO METODO
010.1;TUBERCULOSIS PRIMARIA.PLEURESIA (+)
010.10;TUBERCULOSIS PRIMARIA.PLEURESIA.NEOM
010.11;TUBERCULOSIS PRIMARIA.PLEURESIA.EXAMEN SIN REALIZAR
010.12;TUBERCULOSIS PRIMARIA.PLEURESIA.RESULTADO DESCONOCIDO
010.13;TUBERCULOSIS PRIMARIA.PLEURESIA.BACILO EN ESPUTO
010.14;TUBERCULOSIS PRIMARIA.PLEURESIA.BACILO EN CULTIVO
010.15;TUBERCULOSIS PRIMARIA.PLEURESIA.DIAGNOSTICO HISTOLOGICO
010.16;TUBERCULOSIS PRIMARIA.PLEURESIA.OTRO METODO
010.8;TUBERCULOSIS PRIMARIA.OTRA (+)
010.80;TUBERCULOSIS PRIMARIA.OTRA.NEOM
010.81;TUBERCULOSIS PRIMARIA.OTRA.EXAMEN SIN REALIZAR
010.82;TUBERCULOSIS PRIMARIA.OTRA.RESULTADO DESCONOCIDO
010.83;TUBERCULOSIS PRIMARIA.OTRA.BACILO EN ESPUTO
010.84;TUBERCULOSIS PRIMARIA.OTRA.BACILO EN CULTIVO
010.85;TUBERCULOSIS PRIMARIA.OTRA.DIAGNOSTICO HISTOLOGICO
010.86;TUBERCULOSIS PRIMARIA.OTRA.OTRO METODO
010.9;TUBERCULOSIS PRIMARIA.NEOM (+)
010.90;TUBERCULOSIS PRIMARIA.NEOM.NEOM
010.91;TUBERCULOSIS PRIMARIA.NEOM.EXAMEN SIN REALIZAR
010.92;TUBERCULOSIS PRIMARIA.NEOM.RESULTADO DESCONOCIDO
010.93;TUBERCULOSIS PRIMARIA.NEOM.BACILO EN ESPUTO
010.94;TUBERCULOSIS PRIMARIA.NEOM.BACILO EN CULTIVO
010.95;TUBERCULOSIS PRIMARIA.NEOM.DIAGNOSTICO HISTOLOGICO
010.96;TUBERCULOSIS PRIMARIA.NEOM.OTRO METODO
11;TUBERCULOSIS PULMON
011.0;TUBERCULOSIS PULMON.INFILTRATIVA (+)
011.00;TUBERCULOSIS PULMON.INFILTRATIVA.NEOM
011.01;TUBERCULOSIS PULMON.INFILTRATIVA.EXAMEN SIN REALIZAR
011.02;TUBERCULOSIS PULMON.INFILTRATIVA.RESULTADO DESCONOCIDO
011.03;TUBERCULOSIS PULMON.INFILTRATIVA.BACILO EN ESPUTO
011.04;TUBERCULOSIS PULMON.INFILTRATIVA.BACILO EN CULTIVO
011.05;TUBERCULOSIS PULMON.INFILTRATIVA.DIAGNOSTICO HISTOLOGICO
011.06;TUBERCULOSIS PULMON.INFILTRATIVA.OTRO METODO
011.1;TUBERCULOSIS PULMON.NODULAR (+)
011.10;TUBERCULOSIS PULMON.NODULAR.NEOM
011.11;TUBERCULOSIS PULMON.NODULAR.EXAMEN SIN REALIZAR
011.12;TUBERCULOSIS PULMON.NODULAR.RESULTADO DESCONOCIDO
011.13;TUBERCULOSIS PULMON.NODULAR.BACILO EN ESPUTO
011.14;TUBERCULOSIS PULMON.NODULAR.BACILO EN CULTIVO
011.15;TUBERCULOSIS PULMON.NODULAR.DIAGNOSTICO HISTOLOGICO
011.16;TUBERCULOSIS PULMON.NODULAR.OTRO METODO
011.2;TUBERCULOSIS PULMON.CON CAVITACION (+)
011.20;TUBERCULOSIS PULMON.CON CAVITACION.NEOM
011.21;TUBERCULOSIS PULMON.CON CAVITACION.EXAMEN SIN REALIZAR
011.22;TUBERCULOSIS PULMON.CON CAVITACION.RESULTADO DESCONOCIDO
011.23;TUBERCULOSIS PULMON.CON CAVITACION.BACILO EN ESPUTO
011.24;TUBERCULOSIS PULMON.CON CAVITACION.BACILO EN CULTIVO
011.25;TUBERCULOSIS PULMON.CON CAVITACION.DIAGNOSTICO HISTOLOGICO
011.26;TUBERCULOSIS PULMON.CON CAVITACION.OTRO METODO
011.3;TUBERCULOSIS BRONQUIO (+)
011.30;TUBERCULOSIS BRONQUIO.NEOM
011.31;TUBERCULOSIS BRONQUIO.EXAMEN SIN REALIZAR
011.32;TUBERCULOSIS BRONQUIO.RESULTADO DESCONOCIDO
011.33;TUBERCULOSIS BRONQUIO.BACILO EN ESPUTO
011.34;TUBERCULOSIS BRONQUIO.BACILO EN CULTIVO
011.35;TUBERCULOSIS BRONQUIO.DIAGNOSTICO HISTOLOGICO
011.36;TUBERCULOSIS BRONQUIO.OTRO METODO
011.4;TUBERCULOSIS PULMON.FIBROSIS (+)
011.40;TUBERCULOSIS PULMON.FIBROSIS.NEOM
011.41;TUBERCULOSIS PULMON.FIBROSIS.EXAMEN SIN REALIZAR
011.42;TUBERCULOSIS PULMON.FIBROSIS.RESULTADO DESCONOCIDO
011.43;TUBERCULOSIS PULMON.FIBROSIS.BACILO EN ESPUTO
011.44;TUBERCULOSIS PULMON.FIBROSIS.BACILO EN CULTIVO
011.45;TUBERCULOSIS PULMON.FIBROSIS.DIAGNOSTICO HISTOLOGICO
011.46;TUBERCULOSIS PULMON.FIBROSIS.OTRO METODO
011.5;TUBERCULOSIS PULMON.BRONQUIECTASIA (+)
011.50;TUBERCULOSIS PULMON.BRONQUIECTASIA.NEOM
011.51;TUBERCULOSIS PULMON.BRONQUIECTASIA.EXAMEN SIN REALIZAR
011.52;TUBERCULOSIS PULMON.BRONQUIECTASIA.RESULTADO DESCONOCIDO
011.53;TUBERCULOSIS PULMON.BRONQUIECTASIA.BACILO EN ESPUTO
011.54;TUBERCULOSIS PULMON.BRONQUIECTASIA.BACILO EN CULTIVO
011.55;TUBERCULOSIS PULMON.BRONQUIECTASIA.DIAGNOSTICO HISTOLOGICO
011.56;TUBERCULOSIS PULMON.BRONQUIECTASIA.OTRO METODO
011.6;TUBERCULOSIS PULMON.NEUMONIA (+)
011.60;TUBERCULOSIS PULMON.NEUMONIA.NEOM
011.61;TUBERCULOSIS PULMON.NEUMONIA.EXAMEN SIN REALIZAR
011.62;TUBERCULOSIS PULMON.NEUMONIA.RESULTADO DESCONOCIDO
011.63;TUBERCULOSIS PULMON.NEUMONIA.BACILO EN ESPUTO
011.64;TUBERCULOSIS PULMON.NEUMONIA.BACILO EN CULTIVO
011.65;TUBERCULOSIS PULMON.NEUMONIA.DIAGNOSTICO HISTOLOGICO
011.66;TUBERCULOSIS PULMON.NEUMONIA.OTRO METODO
011.7;TUBERCULOSIS PULMON.NEUMOTORAX (+)
011.70;TUBERCULOSIS PULMON.NEUMOTORAX.NEOM
011.71;TUBERCULOSIS PULMON.NEUMOTORAX.EXAMEN SIN REALIZAR
011.72;TUBERCULOSIS PULMON.NEUMOTORAX.RESULTADO DESCONOCIDO
011.73;TUBERCULOSIS PULMON.NEUMOTORAX.BACILO EN ESPUTO
011.74;TUBERCULOSIS PULMON.NEUMOTORAX.BACILO EN CULTIVO
011.75;TUBERCULOSIS PULMON.NEUMOTORAX.DIAGNOSTICO HISTOLOGICO
011.76;TUBERCULOSIS PULMON.NEUMOTORAX.OTRO METODO
011.8;TUBERCULOSIS PULMON.OTRA (+)
011.80;TUBERCULOSIS PULMON.OTRA.NEOM
011.81;TUBERCULOSIS PULMON.OTRA.EXAMEN SIN REALIZAR
011.82;TUBERCULOSIS PULMON.OTRA.RESULTADO DESCONOCIDO
011.83;TUBERCULOSIS PULMON.OTRA.BACILO EN ESPUTO
011.84;TUBERCULOSIS PULMON.OTRA.BACILO EN CULTIVO
011.85;TUBERCULOSIS PULMON.OTRA.DIAGNOSTICO HISTOLOGICO
011.86;TUBERCULOSIS PULMON.OTRA.OTRO METODO
011.9;TUBERCULOSIS PULMON.NEOM (+)
011.90;TUBERCULOSIS PULMON.NEOM.NEOM
011.91;TUBERCULOSIS PULMON.NEOM.EXAMEN SIN REALIZAR
011.92;TUBERCULOSIS PULMON.NEOM.RESULTADO DESCONOCIDO
011.93;TUBERCULOSIS PULMON.NEOM.BACILO EN ESPUTO
011.94;TUBERCULOSIS PULMON.NEOM.BACILO EN CULTIVO
011.95;TUBERCULOSIS PULMON.NEOM.DIAGNOSTICO HISTOLOGICO
011.96;TUBERCULOSIS PULMON.NEOM.OTRO METODO
12;TUBERCULOSIS RESPIRATORIA OTRA
012.0;TUBERCULOSIS RESPIRATORIA.PLEURESIA
012.00;TUBERCULOSIS RESPIRATORIA.PLEURESIA.NEOM
012.01;TUBERCULOSIS RESPIRATORIA.PLEURESIA.EXAMEN SIN REALIZAR
012.02;TUBERCULOSIS RESPIRATORIA.PLEURESIA.RESULTADO DESCONOCIDO
012.03;TUBERCULOSIS RESPIRATORIA.PLEURESIA.BACILO EN ESPUTO
012.04;TUBERCULOSIS RESPIRATORIA.PLEURESIA.BACILO EN CULTIVO
012.05;TUBERCULOSIS RESPIRATORIA.PLEURESIA.DIAGNOSTICO HISTOLOGICO
012.06;TUBERCULOSIS RESPIRATORIA.PLEURESIA.OTRO METODO
012.1;TUBERCULOSIS LINFATICO INTRATORACICO (+)
012.10;TUBERCULOSIS LINFATICO INTRATORACICO.NEOM
012.11;TUBERCULOSIS LINFATICO INTRATORACICO.EXAMEN SIN REALIZAR
012.12;TUBERCULOSIS LINFATICO INTRATORACICO.RESULTADO DESCONOCIDO
012.13;TUBERCULOSIS LINFATICO INTRATORACICO.BACILO EN ESPUTO
012.14;TUBERCULOSIS LINFATICO INTRATORACICO.BACILO EN CULTIVO
012.15;TUBERCULOSIS LINFATICO INTRATORACICO.DIAG HISTOLOGICO
012.16;TUBERCULOSIS LINFATICO INTRATORACICO.OTRO METODO
012.2;TUBERCULOSIS TRAQUEA Y BRONQUIO AISLADA (+)
012.20;TUBERCULOSIS TRAQUEA Y BRONQUIO.NEOM
012.21;TUBERCULOSIS TRAQUEA Y BRONQUIO.EXAMEN SIN REALIZAR
012.22;TUBERCULOSIS TRAQUEA Y BRONQUIO.RESULTADO DESCONOCIDO
012.23;TUBERCULOSIS TRAQUEA Y BRONQUIO.BACILO EN ESPUTO
012.24;TUBERCULOSIS TRAQUEA Y BRONQUIO.BACILO EN CULTIVO
012.25;TUBERCULOSIS TRAQUEA Y BRONQUIO.DIAGNOSTICO HISTOLOGICO
012.26;TUBERCULOSIS TRAQUEA Y BRONQUIO.OTRO METODO
012.3;TUBERCULOSIS RESPIRATORIA.LARINGITIS (+)
012.30;TUBERCULOSIS RESPIRATORIA.LARINGITIS.NEOM
012.31;TUBERCULOSIS RESPIRATORIA.LARINGITIS.EXAMEN SIN REALIZAR
012.32;TUBERCULOSIS RESPIRATORIA.LARINGITIS.RESULTADO DESCONOCIDO
012.33;TUBERCULOSIS RESPIRATORIA.LARINGITIS.BACILO EN ESPUTO
012.34;TUBERCULOSIS RESPIRATORIA.LARINGITIS.BACILO EN CULTIVO
012.35;TUBERCULOSIS RESPIRATORIA.LARINGITIS.DIAGNOSTICO HISTOLOGICO
012.36;TUBERCULOSIS RESPIRATORIA.LARINGITIS.OTRO METODO
012.8;TUBERCULOSIS RESPIRATORIA.OTRA (+)
012.80;TUBERCULOSIS RESPIRATORIA.OTRA.NEOM
012.81;TUBERCULOSIS RESPIRATORIA.OTRA.EXAMEN SIN REALIZAR
012.82;TUBERCULOSIS RESPIRATORIA.OTRA.RESULTADO DESCONOCIDO
012.83;TUBERCULOSIS RESPIRATORIA.OTRA.BACILO EN ESPUTO
012.84;TUBERCULOSIS RESPIRATORIA.OTRA.BACILO EN CULTIVO
012.85;TUBERCULOSIS RESPIRATORIA.OTRA.DIAGNOSTICO HISTOLOGICO
012.86;TUBERCULOSIS RESPIRATORIA.OTRA.OTRO METODO
13;TUBERCULOSIS MENINGE Y SISTEMA NERVIOSO CENTRAL
013.0;MENINGITIS TUBERCULOSA
013.00;MENINGITIS TUBERCULOSA.NEOM
013.01;MENINGITIS TUBERCULOSA.EXAMEN SIN REALIZAR
013.02;MENINGITIS TUBERCULOSA.RESULTADO DESCONOCIDO
013.03;MENINGITIS TUBERCULOSA.BACILO EN ESPUTO
013.04;MENINGITIS TUBERCULOSA.BACILO EN CULTIVO
013.05;MENINGITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO
013.06;MENINGITIS TUBERCULOSA.OTRO METODO
013.1;TUBERCULOMA MENINGE
013.10;TUBERCULOMA MENINGE.NEOM
013.11;TUBERCULOMA MENINGE.SIN EXAMEN
013.12;TUBERCULOMA MENINGE.RESULTADO DESCONOCIDO
013.13;TUBERCULOMA MENINGE.BACILO EN ESPUTO
013.14;TUBERCULOMA MENINGE.BACILO EN CULTIVO
013.15;TUBERCULOMA MENINGE.DIAGNOSTICO HISTOLOGICO
013.16;TUBERCULOMA MENINGE.OTRO METODO
013.2;TUBERCULOMA CEREBRO
013.20;TUBERCULOMA CEREBRO.NEOM
013.21;TUBERCULOMA CEREBRO.SIN EXAMEN
013.22;TUBERCULOMA CEREBRO.RESULTADO DESCONOCIDO
013.23;TUBERCULOMA CEREBRO.BACILO EN ESPUTO
013.24;TUBERCULOMA CEREBRO.BACILO EN CULTIVO
013.25;TUBERCULOMA CEREBRO.DIAGNOSTICO HISTOLOGICO
013.26;TUBERCULOMA CEREBRO.OTRO METODO
013.3;ABSCESO TUBERCULOSO CEREBRO
013.30;ABSCESO TUBERCULOSO CEREBRO.NEOM
013.31;ABSCESO TUBERCULOSO CEREBRO.SIN EXAMEN
013.32;ABSCESO TUBERCULOSO CEREBRO.RESULTADO DESCONOCIDO
013.33;ABSCESO TUBERCULOSO CEREBRO.BACILO EN ESPUTO
013.34;ABSCESO TUBERCULOSO CEREBRO.BACILO EN CULTIVO
013.35;ABSCESO TUBERCULOSO CEREBRO.DIAGNOSTICO HISTOLOGICO
013.36;ABSCESO TUBERCULOSO CEREBRO.OTRO METODO
013.4;TUBERCULOMA MEDULA ESPINAL
013.40;TUBERCULOMA MEDULA ESPINAL.NEOM
013.41;TUBERCULOMA MEDULA ESPINAL.SIN EXAMEN
013.42;TUBERCULOMA MEDULA ESPINAL.RESULTADO DESCONOCIDO
013.43;TUBERCULOMA MEDULA ESPINAL.BACILO EN ESPUTO
013.44;TUBERCULOMA MEDULA ESPINAL.BACILO EN CULTIVO
013.45;TUBERCULOMA MEDULA ESPINAL.DIAGNOSTICO HISTOLOGICO
013.46;TUBERCULOMA MEDULA ESPINAL.OTRO METODO
013.5;ABSCESO TUBERCULOSO MEDULA ESPINAL
013.50;ABSCESO TUBERCULOSO MEDULA ESPINAL.NEOM
013.51;ABSCESO TUBERCULOSO MEDULA ESPINAL.SIN EXAMEN
013.52;ABSCESO TUBERCULOSO MEDULA ESPINAL.RESULTADO DESCONOCIDO
013.53;ABSCESO TUBERCULOSO MEDULA ESPINAL.BACILO EN ESPUTO
013.54;ABSCESO TUBERCULOSO MEDULA ESPINAL.BACILO EN CULTIVO
013.55;ABSCESO TUBERCULOSO MEDULA ESPINAL.DIAGNOSTICO HISTOLOGICO
013.56;ABSCESO TUBERCULOSO MEDULA ESPINAL.OTRO METODO
013.6;ENCEFALITIS O MIELITIS TUBERCULOSA
013.60;ENCEFALITIS O MIELITIS TUBERCULOSA.NEOM
013.61;ENCEFALITIS O MIELITIS TUBERCULOSA.SIN EXAMEN
013.62;ENCEFALITIS O MIELITIS TUBERCULOSA.RESULTADO DESCONOCIDO
013.63;ENCEFALITIS O MIELITIS TUBERCULOSA.BACILO EN ESPUTO
013.64;ENCEFALITIS O MIELITIS TUBERCULOSA.BACILO EN CULTIVO
013.65;ENCEFALITIS O MIELITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO
013.66;ENCEFALITIS O MIELITIS TUBERCULOSA.OTRO METODO
013.8;TUBERCULOSIS SISTEMA NERVIOSO CENTRAL.OTRA
013.80;TUBERCULOSIS SNC.OTRA.NEOM
013.81;TUBERCULOSIS SNC.OTRA.SIN EXAMEN
013.82;TUBERCULOSIS SNC.OTRA.RESULTADO DESCONOCIDO
013.83;TUBERCULOSIS SNC.OTRA.BACILO EN ESPUTO
013.84;TUBERCULOSIS SNC.OTRA.BACILO EN CULTIVO
013.85;TUBERCULOSIS SNC.OTRA.DIAGNOSTICO HISTOLOGICO
013.86;TUBERCULOSIS SNC.OTRA.OTRO METODO
013.9;TUBERCULOSIS SNC.NEOM
013.90;TUBERCULOSIS SNC.NEOM.NEOM
013.91;TUBERCULOSIS SNC.NEOM.SIN EXAMEN
013.92;TUBERCULOSIS SNC.NEOM.RESULTADO DESCONOCIDO
013.93;TUBERCULOSIS SNC.NEOM.BACILO EN ESPUTO
013.94;TUBERCULOSIS SNC.NEOM.BACILO EN CULTIVO
013.95;TUBERCULOSIS SNC.NEOM.DIAGNOSTICO HISTOLOGICO
013.96;TUBERCULOSIS SNC.NEOM.OTRO METODO
14;TUBERCULOSIS INTESTINO
014.0;PERITONITIS TUBERCULOSA
014.00;PERITONITIS TUBERCULOSA.NEOM
014.01;PERITONITIS TUBERCULOSA.SIN EXAMEN
014.02;PERITONITIS TUBERCULOSA.RESULTADO DESCONOCIDO
014.03;PERITONITIS TUBERCULOSA.BACILO EN ESPUTO
014.04;PERITONITIS TUBERCULOSA.BACILO EN CULTIVO
014.05;PERITONITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO
014.06;PERITONITIS TUBERCULOSA.OTRO METODO
014.8;TUBERCULOSIS INTESTINO.OTRA
014.80;TUBERCULOSIS INTESTINO.OTRA.NEOM
014.81;TUBERCULOSIS INTESTINO.OTRA.SIN EXAMEN
014.82;TUBERCULOSIS INTESTINO.OTRA.RESULTADO DESCONOCIDO
014.83;TUBERCULOSIS INTESTINO.OTRA.BACILO EN ESPUTO
014.84;TUBERCULOSIS INTESTINO.OTRA.BACILO EN CULTIVO
014.85;TUBERCULOSIS INTESTINO.OTRA.DIAGNOSTICO HISTOLOGICO
014.86;TUBERCULOSIS INTESTINO.OTRA.OTRO METODO
15;TUBERCULOSIS HUESO Y ARTICULACION
015.0;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL
015.00;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.NEOM
015.01;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.SIN EXAMEN
015.02;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.RESULTADO DESCONOCIDO
015.03;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.BACILO EN ESPUTO
015.04;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.BACILO EN CULTIVO
015.05;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.DIAGNOSTICO HISTOLOGICO
015.06;TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.OTRO METODO
015.1;TUBERCULOSIS HUESO.CADERA
015.10;TUBERCULOSIS HUESO.CADERA.NEOM
015.11;TUBERCULOSIS HUESO.CADERA.SIN EXAMEN
015.12;TUBERCULOSIS HUESO.CADERA.RESULTADO DESCONOCIDO
015.13;TUBERCULOSIS HUESO.CADERA.BACILO EN ESPUTO
015.14;TUBERCULOSIS HUESO.CADERA.BACILO EN CULTIVO
015.15;TUBERCULOSIS HUESO.CADERA.DIAGNOSTICO HISTOLOGICO
015.16;TUBERCULOSIS HUESO.CADERA.OTRO METODO
015.2;TUBERCULOSIS HUESO.RODILLA
015.20;TUBERCULOSIS HUESO.RODILLA.NEOM
015.21;TUBERCULOSIS HUESO.RODILLA.SIN EXAMEN
015.22;TUBERCULOSIS HUESO.RODILLA.RESULTADO DESCONOCIDO
015.23;TUBERCULOSIS HUESO.RODILLA.BACILO EN ESPUTO
015.24;TUBERCULOSIS HUESO.RODILLA.BACILO EN CULTIVO
015.25;TUBERCULOSIS HUESO.RODILLA.DIAGNOSTICO HISTOLOGICO
015.26;TUBERCULOSIS HUESO.RODILLA.OTRO METODO
015.5;TUBERCULOSIS HUESO.MIEMBRO
015.50;TUBERCULOSIS HUESO.MIEMBRO.NEOM
015.51;TUBERCULOSIS HUESO.MIEMBRO.SIN EXAMEN
015.52;TUBERCULOSIS HUESO.MIEMBRO.RESULTADO DESCONOCIDO
015.53;TUBERCULOSIS HUESO.MIEMBRO.BACILO EN ESPUTO
015.54;TUBERCULOSIS HUESO.MIEMBRO.BACILO EN CULTIVO
015.55;TUBERCULOSIS HUESO.MIEMBRO.DIAGNOSTICO HISTOLOGICO
015.56;TUBERCULOSIS HUESO.MIEMBRO.OTRO METODO
015.6;TUBERCULOSIS HUESO.MASTOIDES
015.60;TUBERCULOSIS HUESO.MASTOIDES.NEOM
015.61;TUBERCULOSIS HUESO.MASTOIDES.SIN EXAMEN
015.62;TUBERCULOSIS HUESO.MASTOIDES.RESULTADO DESCONOCIDO
015.63;TUBERCULOSIS HUESO.MASTOIDES.BACILO EN ESPUTO
015.64;TUBERCULOSIS HUESO.MASTOIDES.BACILO EN CULTIVO
015.65;TUBERCULOSIS HUESO.MASTOIDES.DIAGNOSTICO HISTOLOGICO
015.66;TUBERCULOSIS HUESO.MASTOIDES.OTRO METODO
015.7;TUBERCULOSIS HUESO.OTRA
015.70;TUBERCULOSIS HUESO.OTRA.NEOM
015.71;TUBERCULOSIS HUESO.OTRA.SIN EXAMEN
015.72;TUBERCULOSIS HUESO.OTRA.RESULTADO DESCONOCIDO
015.73;TUBERCULOSIS HUESO.OTRA.BACILO EN ESPUTO
015.74;TUBERCULOSIS HUESO.OTRA.BACILO EN CULTIVO
015.75;TUBERCULOSIS HUESO.OTRA.DIAGNOSTICO HISTOLOGICO
015.76;TUBERCULOSIS HUESO.OTRA.OTRO METODO
015.8;TUBERCULOSIS ARTICULACION.OTRA
015.80;TUBERCULOSIS ARTICULACION.OTRA.NEOM
015.81;TUBERCULOSIS ARTICULACION.OTRA.SIN EXAMEN
015.82;TUBERCULOSIS ARTICULACION.OTRA.RESULTADO DESCONOCIDO
015.83;TUBERCULOSIS ARTICULACION.OTRA.BACILO EN ESPUTO
015.84;TUBERCULOSIS ARTICULACION.OTRA.BACILO EN CULTIVO
015.85;TUBERCULOSIS ARTICULACION.OTRA.DIAGNOSTICO HISTOLOGICO
